,name,time,tweet
142,Chief Akudiba,2023-05-29 21:06:16+00:00,Why are people not buying Volvo? That’s the safest car in the world.
143,Haskins Bayside Service Center,2023-05-29 21:01:00+00:00,"As an auto shop, we’re all about keeping your car on the road as long as possible. That’s why one of the most impre… https://t.co/ca9fRD1vTK"
144,Or Bellaish,2023-05-29 20:58:40+00:00,I saw all the Referees with Volvo and I understood that I can piss on everyone https://t.co/VQKZ1fFOoO
145,SEA-MAC VALET,2023-05-29 20:55:37+00:00,@BenHooperHants @PaulWoodford84 @classicsdriven Audi's 🔥🔥🔥❤️❤️❤️❤️❤️...... But the Volvo WOW. I forgot about them h… https://t.co/ZxUbgQzecC
146,Mitchell Hurd,2023-05-29 20:54:28+00:00,@RandomBusesGirl I've not got both pictures but a big downgrade is from a Volvo B7RLE to a Wright Streetlite - Stre… https://t.co/fO2OV1WShu
147,Car and Truck Lighting and Lamps,2023-05-29 20:53:33+00:00,ad eBay - 2015 2016 2017 2018 2019 2020 Volvo XC90 Left LH Driver Side LED Tail Light OEM https://t.co/5p7rMTyQDP https://t.co/N0ffWR74d2
148,Mitchell Hurd,2023-05-29 20:50:34+00:00,@BTF41 @LiamsTransport1 @FirstSmit_ I've known that livery for about 20 years 🙂. First ever First Group bus I went… https://t.co/0G1VNDA6HR
149,Sam,2023-05-29 20:50:33+00:00,"@_Peapea92 Haha, I love a Volvo and I love rock. Just the way it’s all middle class ‘rock’ makes me laugh."
150,sam,2023-05-29 20:47:36+00:00,@randomessays Always wanted a volvo 480 just for the pop up lights 🥰🥰
151,Pea,2023-05-29 20:47:17+00:00,@samdruiff There is absolutely nothing wrong with a Volvo. Nor rock music. You take that back 😂
152,Steven J. Cernak,2023-05-29 20:44:20+00:00,@PGunigantiAT Agreed that Court has said that repeatedly and Ginsburg went out of her way to say it in Volvo and th… https://t.co/Vsva3RnEp8
153,Marti,2023-05-29 20:41:22+00:00,"@s41ty I stopped buying Volvo's when ford took over, and the c30 is a ford focus. Stick with the Belgian 5 cyls 👌"
154,M Harrison,2023-05-29 20:36:44+00:00,@SoNowUknow2 Your Volvo will tell you
155,randomessays,2023-05-29 20:34:02+00:00,Resuming my rewatch of Howard’s way. Delights abound with Abbie in a bright red G plate Volvo 480ES and I’m sure ja… https://t.co/wAJDXrAjtg
156,Vlad | 🇸🇪🇨🇿🇦🇹🇬🇧,2023-05-29 20:27:11+00:00,"@Edyzolansky @monsterzenx I actually googled it, its the gay man flag. The funny thing is the website i saw it on was volvo 😭😭😭"
157,Baulitzi,2023-05-29 20:21:37+00:00,"@StellaInForest same. totally happy with my volvo from 2009, wouldnt even want some newer car with all their touchscreens and worse quality"
158,bee.,2023-05-29 20:21:06+00:00,This lil volvo truck is adorable
159,NuBari,2023-05-29 20:13:40+00:00,Paybac still hasn’t put Volvo Music on Boomplay. Getting on my nerves now surely.
160,Brake Pads Car and Truck,2023-05-29 20:12:33+00:00,ad eBay - EBC For Volvo V60 Cross Country 2015 2016 Front Brake Pads 2.5 Turbo T5 Redstuff https://t.co/jSCt5cWYBt https://t.co/S4A6BDlkZi
161,EMPIRE,2023-05-29 20:12:21+00:00,@Alpha_Yom Hope ur Volvo na 4 plugs
162,7000 Zooms Of Metal,2023-05-29 20:10:09+00:00,"Repeat after me:

""Yaag hell-scar Ghost""
""Sabaton air tongue Somme fan""

Congratulations, welcome to Sweden, here's… https://t.co/dWITvV6uiJ"
163,Big Tam Photography,2023-05-29 20:04:02+00:00,"Part 2
11.05.23

#GarelochheadCoaches #citylink #scottishcitylink #stagecoach #volvo #volvobus #scania… https://t.co/MIA8eNM98O"
164,Anita Balakrishnan,2023-05-29 20:02:40+00:00,"Totally missed this - Montreal's @dcbel_energy gets deal with Volvo's corporate VC arm, Volvo Cars Tech Fund earlie… https://t.co/v5WdE10naH"
165,Big Tam Photography,2023-05-29 20:02:18+00:00,"Part 1
11.05.23

#citylink #salmonds #eandmhorseburgh #photoflashtravel #volvo #volvobus #scania #scaniabusies… https://t.co/ZAHe5QROQd"
166,RentmyRydez,2023-05-29 19:51:19+00:00,"How much You Can Make With A Volvo xc90 🏎️🛥️ Full Video @  https://t.co/gt6bh9JDXE
.
.
.
.

#LGBTQ #EarthMix iOS 17… https://t.co/crEohm9uvq"
167,Chris McCann,2023-05-29 19:49:18+00:00,@neil_mcshane Awesome mate enjoy… we trip last Volvo on the way home lol 😂
168,Addshop.net,2023-05-29 19:48:16+00:00,"EVPRO Tire Valve Stem Caps Fit for Volvo XC90 XC60 XC40 S90 S60 Car Accessories, Metal Volvo Tire Valve Caps, Truck… https://t.co/oHRqBIEP11"
169,Tech Products Reviews,2023-05-29 19:48:14+00:00,"EVPRO Tire Valve Stem Caps Fit for Volvo XC90 XC60 XC40 S90 S60 Car Accessories, Metal Volvo Tire Valve Caps, Truck… https://t.co/ppI61newoU"
170,Diecast and Toy Vehicles,2023-05-29 19:45:09+00:00,ad eBay - DCP 1/64 Scale Volvo 300 Day Cab Vons With 53’ Refrigerated Trailer Sold Out https://t.co/TGHhIUFA8h
171,Heather Brien,2023-05-29 19:32:26+00:00,@kelly_ques A totally restored yellow and white Nash Metropolitan or a totally restored green Volvo 240.
172,R A Comfort,2023-05-29 19:29:53+00:00,"@VolvoCarUSA @MercedesBenzUSA 
@Hyundai @Kia 
#southeastusaplants
#non-unionshops
VOLVO, MERCEDES, HYUNDAI, KIA &amp; V… https://t.co/XGmgW9VcED"
173,hans-jochem,2023-05-29 19:29:30+00:00,@VolvoCarNL hits €500 000  Russian car. Russian car total loss. Volvo needs door repairs. Need to say more? https://t.co/0mcvdNfXq4
174,MYNTOR,2023-05-29 19:26:58+00:00,"Volvo VNL - American Truck Simulator | Thrustmaster TX Gameplay
YouTube Link https://t.co/h7UnBCrAkv… https://t.co/gPeTyGqWsd"
175,Antonio Cabrera,2023-05-29 19:17:44+00:00,@Sinnaig Internacional Maxx pro is so bad any truck driver in America choice even a volvo semi than the piece of ga… https://t.co/cDtqhBh6Yt
176,Daniela_Hettinger89VbXj,2023-05-29 19:16:00+00:00,OkeyTech For Volvo XC60 XC40 S90 V40 XC70 V70 S40 V50 Remote Car Smart Key Fob Cover Case Replacement Holder 5 6 Bu… https://t.co/kyncSz6dRA
177,Andrew Ferguson,2023-05-29 19:12:16+00:00,I also heard about a meeting of 1950's clapped out old bangers which sounded a lot like a description of me - then… https://t.co/JuhNa1s8Vu
178,Navid (bruh/brotha)🔰,2023-05-29 19:12:16+00:00,@HaydenM16 Volvo drift with turbo type beat
179,Europa Truck Parts,2023-05-29 19:08:54+00:00,"SEAT BASE TRIMMED IN LEATHER This SEAT BASE is perfect for all your truck seating needs, expertly trimmed in high-q… https://t.co/BMbY9kQX3V"
180,Porter Rekayasa Unggul,2023-05-29 19:07:10+00:00,"Delivery batch 2 to PT. Thiess Site Wada Bay.
10 unit Rock Body 29m3 Capacity on Mercedes-Benz Arocs 4845 8x4, 1 Un… https://t.co/WWWTmhXReI"
181,Mr Enigma,2023-05-29 19:01:24+00:00,"@MattTakeTwo I had an old Volvo 850, went straight for the coloured wax and didn't bother with spray.
Used to keep… https://t.co/VyAhfZvMwW"
182,CarTender,2023-05-29 19:00:28+00:00,"Do you need your Volvo repaired? Stop on by! 
#cartender #autorepair #autoshop https://t.co/DWMdBj6ymj"
183,roger cox,2023-05-29 19:00:17+00:00,"@Lordflashh3art They are not value for money, they are a Gucci handbag on wheels, that’s a kit car, airflow meter f… https://t.co/FutUCEC5wd"
184,Ballistic 🇵🇰,2023-05-29 18:55:45+00:00,"rito : we need an update every month to satisfy our players 🤓☝️
volvo : have game, forget about it… https://t.co/mO5AnxZF24"
185,Craig ward,2023-05-29 18:54:42+00:00,@LewisStanding1 @WNJ85 @Iromg Why are you going on about Volvo and Tesla ? I’m talking about a 40 tone fully laden… https://t.co/tXeu02a2Dx
186,Seelen the spider queen 🕷️,2023-05-29 18:54:08+00:00,"@s41ty I'm on the list for the new Integra Type-S, but it's pricy as helllll for what it is, so I'm looking at alte… https://t.co/BD5pkmsHi3"
187,Lewis Standing,2023-05-29 18:50:17+00:00,@craigward27 @WNJ85 @Iromg How do you explain that 2100kg Tesla model S going further on less diesel than the 1500k… https://t.co/BB6EN3pe9t
188,Rambler Rogue,2023-05-29 18:46:53+00:00,@alantaylorjones @FalkenTyres @elan_pr It reminds me of a Volvo C30. Would it be considered a #ShootingBrake? https://t.co/uGV5vwfrwQ
189,Mike Gallagher 🇬🇧,2023-05-29 18:44:25+00:00,"@teresadg0 You kept a bit back from the house sale 👍🏻

What is it? It's not a Volvo so I've no idea🤦🏻‍♂️"
190,Raymond35GwzqP,2023-05-29 18:41:48+00:00,Fender for Volvo Xc60 2019 2020 2021 Car Mudguard Anti Dust Cover Rear Tire Mat Modification IESCUTE… https://t.co/SaPM37tltw
191,AlwaysAshley,2023-05-29 18:37:54+00:00,"@OhNoNotThatDude Probably going with a Honda or Toyota but he was a hard no on a Volvo, a Mini Cooper, and not excited about a jeep."
192,Papi Mabele,2023-05-29 18:36:51+00:00,"The Volvo C40 Recharge has landed in Mzansi!

What you get for R1.2m is; 

- Stylish design
- Genuinely good perfor… https://t.co/EZRbGB6Czp"
193,Findlay Leask,2023-05-29 18:36:29+00:00,"@LUDENClassics I papped this 940 yesterday (remember they were HUGE, right?) then passed by later and a new Ford Pu… https://t.co/vYBQCJDwNn"
194,RentmyRydez,2023-05-29 18:35:46+00:00,"Making Money With The Volvo XC90 - How much you will make with a Volvo XC90! https://t.co/k1mX7294AC 
.
.
.
Mungiki… https://t.co/GRnNLkslxS"
195,RiveraNotario 🇨🇱💙💛,2023-05-29 18:29:12+00:00,"The new #Majorette Volvo V90 in Swedish Customs livery is super realistic, #Sweden only | #Tullverket #Sverige… https://t.co/oiMDJIsfJW"
196,notebookcheck.net,2023-05-29 18:26:34+00:00,Volvo EX30 officially slated to debut as compact electric SUV in June 2023 #notebookcheck #news #tech https://t.co/qa3lxQzKfe
197,Rassss,2023-05-29 18:20:08+00:00,@LozzaFox Thought you’re meant to be a millionaire? Mans driving a school run Volvo 😅
198,Charles Steadman,2023-05-29 18:16:48+00:00,@PhillisMinaj @spaceXrave @elonmusk @TesLatino Auto high beans are dire.  Any Volvo in the last 10 years has proper… https://t.co/s8d2QDiVv2
199,CyberMark,2023-05-29 18:12:49+00:00,Once I used to have a Volvo V70 XC Wagon. In error rushing out of the garage one day I forgot the tailgate was left… https://t.co/oWDxuBHvZ4
200,Royal_Runolfsson26echE,2023-05-29 18:06:11+00:00,24V LED Flashing Truck Ambient Light Roof Bumper Door Lamp Trailer Lorry Caravan Accessories Decoration For Volvo V… https://t.co/iZwRqdjtUt
201,Richard Dunn,2023-05-29 18:05:53+00:00,@iandicko73 @shoe_jimmy1 @lagopusscoticus Or we could all go back to the estate car rather than the SUV - recent ep… https://t.co/46MT0mYQ7j
202,Tamboer,2023-05-29 18:03:46+00:00,Topping up the Volvo to the brim with amps #saffa style https://t.co/VZBbrePONB
203,Autonomous Truck(er)s,2023-05-29 17:59:42+00:00,@_ROTE_ The one time Volvo was based?
204,𝘼𝙧𝙞𝙖𝙣𝙖 𝙀𝙡𝙞𝙨𝙖𝙗𝙚𝙩𝙝,2023-05-29 17:54:38+00:00,"@TheJessieKirk I also went to Trollhättan to visit Saab, they had the first Saab model there to, that was just as e… https://t.co/JADgQrRRSJ"
205,Helena32nYo,2023-05-29 17:54:36+00:00,Alloy Leather Car Key Case Cover Shell Fob For Volvo XC40 XC60 S90 XC90 V90 S60 Lv40 T5 T6 T8 1:1original Mold Auto… https://t.co/E93UFEWdex
206,welcome,2023-05-29 17:53:01+00:00,"More #AGG #Generators in market to our New &amp; VIP customer. ☎️ Call +971588779987

#yearofsustainability… https://t.co/1HsbRo5qPq"
207,Tim Sture,2023-05-29 17:47:06+00:00,@takeitev Numbers 3 (Volvo c40) and 4 (bmw iX) in the house at the moment. Numbers 1 (bmw i3) and 2 (Jaguar iPace)… https://t.co/hW6hueuTPc
208,𝘼𝙧𝙞𝙖𝙣𝙖 𝙀𝙡𝙞𝙨𝙖𝙗𝙚𝙩𝙝,2023-05-29 17:45:47+00:00,"@TheJessieKirk In Sweden At The Volvo Museum They Have A Little Corner With A Volvo 1800 Dedicated To The Saint, I… https://t.co/DxpY50xfAd"
209,Wiley94,2023-05-29 17:45:04+00:00,"Volvo XC40 Recharge Pure Electric Mobil YCL3GOB

https://t.co/RehBUSl02m https://t.co/gyveiei8p2"
210,Jonny Cooper,2023-05-29 17:44:12+00:00,"@HubNutVids @MissHubnut @idriveaclassic I travelled on a slightly later one, WRA 688Y, owned by Kettlewell's of Ret… https://t.co/2UIkMzfRtT"
211,Manual Transmission Parts Car and Truck,2023-05-29 17:42:09+00:00,ad eBay - Transfer Case AWD Fits 12-16 VOLVO 70 SERIES 2432742 https://t.co/rpWc3TF83t https://t.co/X5SUHJxZFh
212,CV Joints Boots and Parts Car and Truck,2023-05-29 17:42:03+00:00,ad eBay - CV Axle Shaft Front Right Side fit for Volvo XC90 2.5T 2004 2005 2006 FWD https://t.co/ZYPkaHbQrd https://t.co/4cavsD7l9V
213,yas,2023-05-29 17:41:47+00:00,@ValueAnalyst1 @GuyDealership @WholeMarsBlog @mycaredge @Tesla @teslaownersSV @TeslaMotorsClub @CoxAutomotive… https://t.co/AyOGw2MURm
214,edallical,2023-05-29 17:41:40+00:00,driving this for tomorrow's trucking Tuesdays the new Volvo VNL 860 put the flames on it and got the colors to matc… https://t.co/2BVDuTNQTV
215,100.1FM The Ranch,2023-05-29 17:41:25+00:00,Unifor shares news of Wescast decision to close Wingham Foundary. It has been in operations since 1902 &amp; primarily… https://t.co/aWAmPLmd3r
216,Kenny Mack 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,2023-05-29 17:38:37+00:00,@pjryan51 @mikedailly I’d buy an electric car if it could do the 650-700 miles I get from my Volvo. Try driving to… https://t.co/FwNMXHSaTJ
217,Air Intake and Fuel Delivery Systems,2023-05-29 17:38:04+00:00,ad eBay - AHI Dosing Module For 12-17 Volvo &amp; Mack Trucks D11 D13 MP7 MP8 Engine 21534115 https://t.co/15vsKRX8Gv https://t.co/I3fMSHTDFn
218,Shoreline Classics FM,2023-05-29 17:37:43+00:00,Unifor shares news of Wescast decision to close Wingham Foundary. It has been in operations since 1902 &amp; primarily… https://t.co/TlB6llkTwW
219,Costco Auto Program,2023-05-29 17:32:06+00:00,"Drive away in luxury during the Volvo Limited-Time Special now through July 31, 2023. Costco members can receive an… https://t.co/B5gaznN2WM"
220,Radovan Radivojević,2023-05-29 17:26:42+00:00,"@anatoliisharii @ru_rbc Geely has 10% shares in Daimler (and that includes Smart brand too), alongside owning Volvo… https://t.co/6WqQs1PI1A"
221,foodgospel.org 🥘,2023-05-29 17:25:27+00:00,"VERY FEW vehicles allow me to fall in love with the quarter panel of their car 🥰👇🏾

Volvo 122  #classiccars https://t.co/vGPBVdUH0P"
222,"Larry Thompson ""Cranky Old Dude"" Vote Blue",2023-05-29 17:24:40+00:00,"@jrodimon @RudeFulk Or a ""T-bone""  
I had an elderly couple in a new Volvo S80 a number of years ago, get into one… https://t.co/x8pTqGzVd1"
223,David Andrews,2023-05-29 17:24:14+00:00,@GeorgeCochrane1 Should've bought a Volvo!
224,Wheel Bearings Hubs and Seals Car and Truck,2023-05-29 17:22:35+00:00,ad eBay - 2 Pcs Left or Right Side Rear Wheel Bearings For 2005-2011 Volvo S40 V50 https://t.co/FfIhTJ7qSf https://t.co/LXajctHGl8
225,"Really_Bad_At_Names, Good at Science",2023-05-29 17:18:35+00:00,@Synchronicity34 I thought that wasn't an EV until I noticed the grill- Volvo EV &amp; hybrid models havevslightly diff… https://t.co/fU4yApzKrD
226,Bay Travel,2023-05-29 17:17:59+00:00,"Our driver Darren is out this week in one of our brand new @GlentonHolidays Volvo’s, visiting the Stratford area https://t.co/52B2Kht0y4"
227,🐴Creepyhorseman🐴,2023-05-29 17:15:29+00:00,Silly roads! #ats #americantrucksimulator #creepyhorseman #thrustmaster #nextlevelracing #peterbilt #kenworth #mack… https://t.co/TNxyxIhuhr
228,Knight75,2023-05-29 17:15:26+00:00,@Mick_O_Keeffe I was in Wexford town about three weeks ago and five of them got out of the back of a 2017 Volvo at… https://t.co/5B5bc0FiIC
229,Jessrocks🇬🇧,2023-05-29 17:15:21+00:00,@BarryBear11 You’d get on well after she’s squashed you with her Volvo 🤣🤣❤️
230,SKANDIX AG,2023-05-29 17:12:27+00:00,"News: Air intake hose for Volvo 960, S90 and V90 https://t.co/JpXtrjEQXU #Volvo #960 #S90 #V90"
231,𝑶𝒕𝒔𝒊𝒍𝒆 𝑲,2023-05-29 17:09:47+00:00,"Thor Electrified ⚡

This is the new Volvo C40 Recharge P8 AWD Ultimate which is powered by a dual electric motors a… https://t.co/5HqHO9F1SD"
232,Craig ward,2023-05-29 17:03:55+00:00,@LewisStanding1 @WNJ85 @Iromg It’s not using less that’s my point what you don’t get and try to bring in Tesla and… https://t.co/8b2PmAQPYP
233,Volvo Villa,2023-05-29 17:00:15+00:00,"Take on the world in style with the Volvo #XC90 - Volvo's flagship SUV. With its sophisticated design, the XC90 exu… https://t.co/6lEEG303WD"
234,Kalyanakarnataka,2023-05-29 16:58:57+00:00,@KSRTC_Journeys @KKRTC_Journeys Pls operate Sleeper and Volvo buses between Mangalore and Kalaburgi. Unfortunately… https://t.co/6TJsFrpHvk
235,Augustus.RomagueraSkK,2023-05-29 16:55:46+00:00,OYOTE 21212799 3812519 Impeller Seal Water Pump Repair Kit Sea Water Pump Rebuild Kit For Volvo Penta Gas Sterndriv… https://t.co/FclLpTClc8
236,VolvoCarsRoyalOak,2023-05-29 16:55:35+00:00,With Volvo Genuine Service. It's as easy taking care of your car as it is enjoying it. Book your next appointment o… https://t.co/JHLjpl0hA2
237,Kami Banani,2023-05-29 16:48:24+00:00,"i'm a benz and you're more like a volvo is still one of the greatest lines

also rito music when more true damage m… https://t.co/bfjzjoQO17"
238,Linton Hart,2023-05-29 16:46:17+00:00,"Art of the Day: ""Volvo P1800 - Roger Moore - The Sain"". Buy at: https://t.co/OtS7rGmnZl https://t.co/TRMT9Wudtl"
239,Volvo Trucks UK,2023-05-29 16:46:06+00:00,"""I absolutely love it, I’ve never had a Volvo before and now I don’t think I would ever change!"" says Connor Reeves… https://t.co/MPeVivMoqF"
240,Jonah Hill,2023-05-29 16:41:24+00:00,@NhasiZviripayi @thabanimnyama I thought Sabot owned the Volvo franchise in Zim
241,Amanda Monthei,2023-05-29 16:37:47+00:00,@ms_me_with_that Seems like a job for a 1987 Volvo station wagon
242,Craig ward,2023-05-29 16:37:46+00:00,@LewisStanding1 @WNJ85 @Iromg And what has that got to do with the sed post ? Are they Tesla trucks ? No are they V… https://t.co/AcxFPsbBVS
243,Lo Renz,2023-05-29 16:36:33+00:00,@teslaownersSV Well parked hit by volvo https://t.co/6c5dortOau
244,Vena.Bailey50ATND,2023-05-29 16:36:24+00:00,High Quality Rear Trunk Cargo Mat Floor Tray Boot Liner Waterproof For VOLVO C30 2006-2013 Protective Pad Auto part… https://t.co/asw2ozcqS7
245,Craig ward,2023-05-29 16:36:24+00:00,@LewisStanding1 @WNJ85 @Iromg Who is on about a Tesla ? The tweet is about the welsh government using diesel genera… https://t.co/FWPVbrZ7It
246,Frederic Py,2023-05-29 16:35:30+00:00,"@giulio_mattioli Wonder if Europe having some of the biggest car industry groups (VW, Mercedes and BMW … but also R… https://t.co/pjUArUuQWK"
247,Bruce Henderson,2023-05-29 16:34:50+00:00,@CllrIanMcLennan @LKTranslator @Elemjay1 I do have a Volvo and the seats go down flat.....maybe some trims and lights to add?
248,Lewis Standing,2023-05-29 16:34:02+00:00,"@craigward27 @WNJ85 @Iromg The diesel generator provided 18 kWh of electricity using 4.460L, which was enough to dr… https://t.co/H77tHaVGfC"
249,fun033,2023-05-29 16:31:27+00:00,Music clip  Italo Disco  The new Volvo Trucks – FH https://t.co/KKy3CAkZIb via @YouTube
250,Brākleen (Seasoned),2023-05-29 16:16:37+00:00,"I thought my sigma and reliable Volvo C30 was pretty rare

only seen 3 others around here

but have only seen ONE V… https://t.co/3OfEIvXi32"
251,franciscoguerrero.eth,2023-05-29 16:16:19+00:00,@s41ty Was it really? I have *never* seen anyone track a Volvo c30. I've seem more C70s at the track (1) than C30s
252,✠Matt,2023-05-29 16:13:53+00:00,"Once the bikes finished a manual transmission, all wheel drive, 2.5 turbo volvo is gonna be my next project.

These… https://t.co/JEcN9YBwks"
253,TheLiverDoc,2023-05-29 16:12:20+00:00,"@RajaniSurendarB There is actually a ""Tamil Nadu Ayush Sonologist Association."" Just like we may have a ""Volvo Bullock Cart Drivers Union."""
254,Pedersen_Volvo,2023-05-29 16:10:09+00:00,"“This is the day we pay homage to all those who didn’t come home. This is not Veterans Day, it’s not a celebration,… https://t.co/PB0sFketd9"
255,Graham Bloomfield,2023-05-29 16:06:56+00:00,@jonnye47 Did a tip run to the recycling centre in my old Volvo estate - this felt like peak middle age
256,Nightmare_se,2023-05-29 16:06:24+00:00,"Volvo Trucks North America, Long bonnet... (VNL)
#ATS #simulation #convoy #TwitchStreamers #relaxed #chill… https://t.co/YK9L3P7BZy"
257,Chippenham Motor Company,2023-05-29 16:02:41+00:00,"Whether you're towing a #caravan, #boat or #bike rack, our Towing Pack will keep you, your #Volvo and the things yo… https://t.co/MpnxebSlNj"
258,Billybob,2023-05-29 16:01:55+00:00,"@GuyDealership My wife wants a used Volvo XC60, monitoring several slow movers, how many days on the lot until they… https://t.co/litF0Aevmh"
259,Tide_Pod,2023-05-29 16:01:14+00:00,"@_sarrahb_ I did.  A 1960 Volvo PV544 with a bad solenoid in the starter motor.  Did that a lot, for months, becaus… https://t.co/KWs8aABtBO"
260,AutoTech Pro,2023-05-29 16:01:03+00:00,"As an auto shop, we’re all about keeping your car on the road as long as possible. That’s why one of the most impre… https://t.co/C4LqPFMzQP"
261,{ TPwn }🌟 TheHitman_Official 🌟,2023-05-29 16:00:01+00:00,"The new Volvo is here, What a sweet drive with this stock luxury beast 
#Volvo
#TruckingAdventures #GamerLife… https://t.co/cEYopiHA9r"
262,irGwyn,2023-05-29 15:55:06+00:00,"@ali__samson no, it is not a Volvo"
263,Darrell.West43BWMD,2023-05-29 15:51:29+00:00,Crankshaft Pulley Holding Wrench Tool for Volvo 4/5 CYL 2.0/2.4 Diesel Engine Crankshaft Fixing Tool for Timing Bel… https://t.co/ODPWPLLON2
264,Mohammed Yusuf,2023-05-29 15:50:45+00:00,First Drive: Volvo C40 Recharge – Volvo’s back in Recharge https://t.co/OIPvlTHHgI https://t.co/eAYD2g9Jfa
265,Jonas,2023-05-29 15:47:32+00:00,"@AAAAA4A4AAAAA Damn, I want that Volvo"
266,TeslaGigaBull,2023-05-29 15:47:02+00:00,@TESLA_winston @PolestarCars @volvocars I note you didn’t own a later Volvo- my 2011 was still great.  My 2018 omg awful.
267,#GetLoud,2023-05-29 15:46:11+00:00,"@LiveBoston617 I vividly remember a group of kids in all black walk past his car, I turned my head and saw a orange… https://t.co/tHbTcVkYyF"
268,Stuff South Africa,2023-05-29 15:45:01+00:00,First Drive: Volvo C40 Recharge - Volvo's back in Recharge https://t.co/JByCPfkJnp @VolvoCar_SA
269,K_Russell,2023-05-29 15:43:58+00:00,@IanHorsey @VolvoCarUK I'd have the Volvo. At least no risk of the 3 litre BMW engines blowing up and killing or ha… https://t.co/EvNcsfCulg
270,Escort Vehicle Group Ltd,2023-05-29 15:43:46+00:00,@chris610_4 @dharford79 I think I’ve seen them on the new gen Volvo XC60/90s
271,Dong Feng,2023-05-29 15:42:01+00:00,"We are special in diesel engine industry ,deal international brand diesel engine  for different application . MTU,D… https://t.co/0ByPLg3rkg"
272,Add to Cart,2023-05-29 15:39:28+00:00,Right Driver Side Wing Door Mirror Glass For Volvo S60 2010-2018 Heated + Back Plate | Motor Vehicle Mirrors… https://t.co/pGumAp3bme
273,BΞNNI➗,2023-05-29 15:33:50+00:00,I actually cannot stress enough how badly I want a Volvo.
274,Kenny Mack 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,2023-05-29 15:29:15+00:00,@pjryan51 @mikedailly Volvo V40 is around £120 a month on fuel. No road tax. Around £150 a month average for servic… https://t.co/VPWbCbSxMc
275,Shobha Dubey,2023-05-29 15:27:03+00:00,@Neerav8888 Sorry to hear about the problems you are having with your Volvo S90. Unfortunately I am also in the sam… https://t.co/yyGJlgUnpU
276,Alan Nishihara,2023-05-29 15:24:50+00:00,"Volvo Proves Anti-EV Trolls Wrong
 https://t.co/SBvAA6721n"
277,gonz🛺🥩,2023-05-29 15:21:58+00:00,@BettridgeRich @Biggriffin4 @syph82 Ye but it’s a peasant spec Volvo I’d rather the stallion
278,Rhiannon.FerryLvGM,2023-05-29 15:17:06+00:00,HUALIC AP03 2Pcs High Pressure Low Electric Fuel Pump Assembly 21608511 for Volvo Penta 4.0 5.0 5.7L 7.4L 8.1L Engi… https://t.co/jCYHWqWpkR
279,Trucky,2023-05-29 15:17:00+00:00,"How many have the new #VNL in their fleet?
Has any Trucky VTC managed to put enough miles on it yet for the first s… https://t.co/T0n9KauKqF"
280,Jaylin,2023-05-29 15:12:30+00:00,"Daily delivery.
30 pieces of hydraulic pumps, 26 pieces of Final Drive and 10 wooden boxes of excavator accessories… https://t.co/a3hgcA8uaP"
281,Kristin_Yundt,2023-05-29 15:08:57+00:00,"FTCHAAER Car Floor Mats For Volvo V90 Foot Coche Accessories Auto Carpets ESVJRXD

https://t.co/a939zLo54O https://t.co/yuOs7LnnYs"
282,🚌Simons Transport pics🚌,2023-05-29 15:05:19+00:00,"Stagecoach West Scotland Volvo B11/Plaxton Panorama 50418 YX69 LBV in Princes street, Edinburgh on a 900 to Glasgow https://t.co/pjdyV3a3NW"
283,XBox Game Pass Norge,2023-05-29 15:05:09+00:00,"At work wondering when  @PolestarCars will make its debut on @ForzaHorizon

Volvo V60 (PoleStar edition) is fun 
 🤍… https://t.co/e3wMHDoIjL"
284,Crest Volvo Cars,2023-05-29 15:05:03+00:00,Happy Memorial Day from all of us at Crest Volvo Cars. https://t.co/e25i1DfkZk
285,🚌Simons Transport pics🚌,2023-05-29 15:03:13+00:00,Stagecoach East Scotland Volvo B11R/Plaxton Elite 53809 YY65 SXR at Ferrytoll Park and Ride on an X60 to  Edinburgh https://t.co/kdx83zmmU4
286,Kenny Mack 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,2023-05-29 15:01:07+00:00,"@pjryan51 @mikedailly I should spend my wages on something newer when I have a perfectly good, serviceable, fuel ef… https://t.co/BHkMh5v8Ip"
287,🚌Simons Transport pics🚌,2023-05-29 15:00:39+00:00,Stagecoach East Scotland Volvo B11/Plaxton Elite 54358 YX67 UPC at Ferrytoll park and ride with an X59 to  Halbeath… https://t.co/aROLXKOA5i
288,Volvo Cars of FW,2023-05-29 15:00:25+00:00,Thinking about making the switch to an electric vehicle? Take a look at our growing electric lineup as we have many… https://t.co/PYtwA0H18i
289,World of Madness ! ! !,2023-05-29 14:59:54+00:00,@EvokeClassics Volvo Amazon with twin pipe exhaust
290,Efde90’s,2023-05-29 14:59:46+00:00,"When you educate your daughter on your childhood hero’s and this is what they come up with. ❤️
@JCVD @volvocars… https://t.co/QiCxfASkQx"
291,Richard,2023-05-29 14:58:17+00:00,@AWokeZombie It's why I bought a used Volvo with 130k for cash. Refuse to finance new or used. Thanks Joe Biden you suck
292,Robb.Cummerata57EcX,2023-05-29 14:56:37+00:00,Wireless CarPlay Android Auto Decoder Box MuItimedia Interface Retrofit Kit For Volvo V40 V60 S60/S60L XC60 Origina… https://t.co/uAYHmE6rdk
